Census SubDivision Code,Census SubDivision Name,Census Subdivision Label,Census Sub Division Type,Census Division Code,Census Division Name,Census Division Type,Census Consolidated SubDivision Code,Census Consolidated Subdivision Name,Total Population,Total Pop Age 0-4,Total Pop Age 5-9,Total Pop Age 10 -14,Total Pop Age 15-19,Total Pop Age 20-24,Total Pop Age 25-29,Total Pop Age 30-34,Total Pop Age 35-39,Total Pop Age 40-44,Total Pop Age 45-49,Total Pop Age 50-54,Total Pop Age 55-59,Total Pop Age 60-64,Total Pop Age 65-69,Total Pop Age 70-74,Total Pop Age 75-79,Total Pop Age 80-84,Total Pop Age 85+,Total Census Family Households,Total Lone-Parent Family Households,Lone Parent Family Households with 1 Child,Lone Parent Family Households with 2 Children,Lone Parent Family Households with 3+ Children,Total Lone-Parent Female Family Households,Female Lone Parent Family Households with 1 Child,Female Lone Parent Family Households with 2 Children,Female Lone Parent Family Households with 3+ Children,Total Lone-Parent Male Family Households,Male Lone Parent Family Households with 1 Child,Male Lone Parent Family Households with 2 Children,Male Lone Parent Family Households with 3+ Children,Total Househoulds by Income,Households Income 0-19999,Households Income 20000-39999,Households Income 40000-59999,Households Income 60000-79999,Households Income 80000-99999,Households 100000+,Average Household Income,Household Population 25-64,Household 25-64 Education No Certificate Diploma Degree,Household 25-64 Education High School Diploma or Eq,Household 25-64 Education Apprenticeship Trades or Diploma,Household 25-64 Education College CEGEP Certificate or Diploma,Household 25-64 Education University Diploma or Cert Below Bachelor,Household 25-64 Education University Diploma or Cert Bachelor Level or above,Household Population 15Years or Over for Labor Force,Household population In the Labour Force,Household Pop Age 15+ Employed,Household Pop Age 15+ Unemployed,Household Pop Age 15+ Not in Labour Force,Household Population for Visible Minority,Household Population with Visible Minority,Household Population Chinese Visible Minority,Household Population South Asian Visible Minority,Household Population Black Visible Minority,Household Population Filipino Visible Minority,Household Population Latin American Visible Minority,Household Population Chinese Southeast Asian Minority,Household Population Arab Visible Minority,Household Population West Asian Visible Minority,Household Population Korean Visible Minority,Household Population Japanese Visible Minority,Household Population Other Visible Minority,Household Population Multiple Visible Minority,Household Population NOT a Visible Minority,Household Population for Aboriginal Identity,Household Population with Aboriginal Identity,Household Population with Non-Aboriginal Identity,Household Population for Immigrant Status,Household Population Non-Immigrant,Household Population Non-Immigrant in Province of Birth,Household Population Non-Immigrant outside of Province of Birth,Household Population Immigrant,Household Population for Recent Immigrants (2017-Present),Household Population of Recent Immigrants (2017-Present),Total Households For Household Size,1 Person Household,2 Persons Household,3 Persons Household,4 Persons Household,5 or more Persons Household
5901043,"Canal Flats, BC (VL)",Canal Flats,Village,5901,"East Kootenay, BC (RD)",Regional district,5901046,"East Kootenay F, BC",684,42,39,35,36,25,27,37,38,44,45,51,65,61,52,38,25,15,9,182,18,13,5,0,9,4,5,0,9,9,0,0,265,22,51,37,34,25,96,93707.37,368,68,152,35,92,0,21,568,365,336,29,203,684,6,3,0,0,3,0,0,0,0,0,0,0,0,678,684,67,617,684,635,414,221,49,684,0,265,69,108,33,35,20
5901804,"Columbia Lake 3, BC (IRI)",Columbia Lake 3,Indian reserve,5901,"East Kootenay, BC (RD)",Regional district,5901046,"East Kootenay F, BC",148,6,8,10,7,6,5,11,10,13,8,9,15,14,11,8,4,2,1,38,10,6,3,1,6,5,1,0,4,1,2,1,60,8,18,11,8,6,9,59710.87,85,15,27,24,19,0,0,124,75,75,0,49,148,0,0,0,0,0,0,0,0,0,0,0,0,0,148,148,119,29,148,125,79,46,23,148,0,60,16,22,6,10,6
5903010,"Central Kootenay A, BC (RDA)",Central Kootenay A,Regional district electoral area,5903,"Central Kootenay, BC (RD)",Regional district,5903010,"Central Kootenay A, BC",1976,53,50,57,71,55,51,64,77,88,99,125,190,264,266,222,132,64,48,630,61,47,10,4,45,35,6,4,16,12,4,0,969,121,256,197,127,89,179,64687.52827,947,85,273,162,224,25,178,1764,856,777,79,908,1924,37,8,0,0,7,9,13,0,0,0,0,0,0,1887,1924,115,1809,1924,1667,714,953,257,1924,0,969,308,500,89,50,22
5901006,"Sparwood, BC (DM)",Sparwood,District municipality,5901,"East Kootenay, BC (RD)",Regional district,5901017,"East Kootenay A, BC",4022,245,254,244,214,206,239,312,298,291,263,263,298,284,232,164,100,63,52,1140,128,89,25,14,95,65,23,7,33,24,2,7,1681,101,206,167,114,164,929,116261.6013,2248,194,746,411,534,38,325,3279,2287,2161,126,992,4022,265,9,78,89,43,16,0,7,0,0,14,0,9,3757,4022,226,3796,4022,3580,2072,1508,346,4022,24,1681,497,626,234,237,87
5903039,"Central Kootenay D, BC (RDA)",Central Kootenay D,Regional district electoral area,5903,"Central Kootenay, BC (RD)",Regional district,5903039,"Central Kootenay D, BC",1331,34,37,62,62,42,41,48,58,78,82,94,119,147,150,134,79,39,25,360,32,18,11,3,20,14,4,2,12,4,7,1,606,38,108,123,88,64,185,99559.13175,652,116,147,74,147,32,136,1163,667,612,55,496,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,1296,60,1236,1296,1110,522,588,186,1296,0,606,214,272,50,42,28
5901022,"Cranbrook, BC (CY)",Cranbrook,City,5901,"East Kootenay, BC (RD)",Regional district,5901035,"East Kootenay C, BC",21430,986,1099,1190,1228,1284,1217,1393,1296,1264,1303,1368,1542,1556,1429,1241,873,591,570,6165,1026,640,290,96,800,497,233,70,233,149,58,26,9194,677,1642,1471,1195,1015,3194,92139.59746,10840,942,3370,1348,3022,253,1905,17664,11475,10711,764,6189,20926,1035,200,159,134,117,46,69,27,21,83,107,0,72,19891,20926,1928,18998,20926,18773,11767,7006,1717,20926,93,9194,2642,3674,1276,1044,558
5905030,"Kootenay Boundary B / Lower Columbia-Old-Glory, BC (RDA)",Kootenay Boundary B / Lower Columbia-Old-Glory,Regional district electoral area,5905,"Kootenay Boundary, BC (RD)",Regional district,5905030,"Kootenay Boundary B / Lower Columbia-Old-Glory, BC",1533,51,57,61,66,61,62,79,75,77,87,104,160,176,168,122,65,35,27,504,46,31,12,3,26,17,7,2,20,14,5,1,715,47,103,129,95,74,267,96605.50169,820,84,278,149,237,22,50,1364,749,695,54,615,1533,24,0,0,0,3,9,0,0,0,0,0,0,12,1509,1533,80,1453,1533,1433,1062,371,88,1533,2,715,194,340,96,64,21
5915055,"West Vancouver, BC (DM)",West Vancouver,District municipality,5915,"Greater Vancouver, BC (RD)",Regional district,5915020,"Greater Vancouver A, BC",472311,16190,17312,18592,23847,31146,38917,42144,36363,32407,32947,33701,33574,29986,25495,22533,14860,10172,12125,116928,16062,10662,4376,1024,13460,8941,3696,823,3146,2107,805,234,212890,23203,33518,25842,22669,19005,88653,129234.1629,274502,8995,44680,12393,46979,9270,152185,407662,275009,261043,13966,132653,459673,177909,75935,18333,4892,8683,8990,4830,4206,27572,10490,6840,1620,5518,281764,459673,13407,446266,459673,244578,155189,89389,169680,459673,20613,212890,82905,70296,26817,22611,10261
5901028,"Kimberley, BC (CY)",Kimberley,City,5901,"East Kootenay, BC (RD)",Regional district,5901037,"East Kootenay E, BC",8131,341,433,448,397,346,372,514,564,550,494,484,590,631,626,523,348,234,236,2356,290,201,66,23,219,153,50,16,76,52,17,7,3623,236,610,661,497,395,1224,88489.3232,4174,278,1139,520,1229,115,893,6693,4262,3951,311,2431,7915,208,61,21,14,55,15,3,0,0,0,39,0,0,7707,7915,448,7467,7915,7186,3953,3233,621,7915,58,3623,1148,1467,452,407,149
5909014,"Fraser Valley A, BC (RDA)",Fraser Valley A,Regional district electoral area,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",418,13,11,10,14,9,7,10,17,16,24,34,43,56,58,42,23,15,16,89,13,6,4,3,13,6,4,3,0,0,0,0,209,48,80,33,19,17,12,44179.69,207,55,73,30,35,0,14,384,186,152,34,198,418,0,0,0,0,0,0,0,0,0,0,0,0,0,418,418,68,350,418,380,247,133,38,418,6,209,101,69,17,12,10
5903050,"Nakusp, BC (VL)",Nakusp,Village,5903,"Central Kootenay, BC (RD)",Regional district,5903060,"Central Kootenay K, BC",1755,67,63,83,96,92,67,81,96,83,119,117,117,141,150,155,106,59,63,491,69,38,26,5,55,28,24,3,14,10,2,2,832,98,222,137,109,87,179,70006.97005,816,130,236,103,232,9,106,1500,868,807,61,632,1713,14,0,0,0,0,0,0,0,0,0,14,0,0,1699,1713,131,1582,1713,1657,1088,569,56,1713,6,832,305,316,114,59,38
5901035,"East Kootenay C, BC (RDA)",East Kootenay C,Regional district electoral area,5901,"East Kootenay, BC (RD)",Regional district,5901035,"East Kootenay C, BC",6238,264,279,323,352,279,255,266,292,330,419,497,573,659,561,426,245,140,78,2014,175,102,52,21,116,71,36,9,66,37,17,12,2552,107,300,312,302,250,1281,117956.263,3275,245,945,559,913,60,553,5333,3327,3113,214,2006,6196,105,15,8,42,8,14,0,0,0,0,9,0,9,6091,6196,475,5721,6196,5657,3643,2014,527,6196,3,2552,476,1211,351,345,169
5909804,"Chawathil 4, BC (IRI)",Chawathil 4,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",214,19,22,20,18,14,16,18,19,16,7,7,7,10,10,8,3,0,0,41,25,15,9,1,19,15,4,0,9,2,6,1,53,10,17,11,8,4,3,44939.12,100,9,29,15,31,9,7,153,100,90,10,53,214,0,0,0,0,0,0,0,0,0,0,0,0,0,214,214,214,0,214,211,147,64,1,214,0,53,12,7,12,6,16
5903013,"Central Kootenay B, BC (RDA)",Central Kootenay B,Regional district electoral area,5903,"Central Kootenay, BC (RD)",Regional district,5903013,"Central Kootenay B, BC",4795,232,262,301,316,221,189,187,182,178,224,287,394,464,461,403,251,138,105,1386,174,90,40,44,142,65,39,38,38,30,2,6,1978,183,458,394,290,190,463,74462.51856,2101,333,638,248,599,47,236,3987,2125,1972,153,1862,4782,117,10,30,0,17,24,22,0,0,0,1,13,0,4665,4782,293,4489,4782,4067,2130,1937,674,4782,7,1978,517,927,211,155,168
5909836,"Boston Bar 1A, BC (IRI)",Boston Bar 1A,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5923804,"Clakamucus 2, BC (IRI)",Clakamucus 2,Indian reserve,5923,"Alberni-Clayoquot, BC (RD)",Regional district,5923035,"Alberni-Clayoquot D, BC",5,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16566.44,4,2,1,0,1,0,0,5,3,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,5,4,3,1,1,5,0,1,0,0,0,0,1
5915070,"Pitt Meadows, BC (CY)",Pitt Meadows,City,5915,"Greater Vancouver, BC (RD)",Regional district,5915070,"Pitt Meadows, BC",21432,1119,1175,1122,1248,1132,1259,1462,1548,1457,1441,1618,1781,1449,1157,1009,657,419,379,5720,823,549,221,53,666,443,187,36,190,128,45,17,7692,372,967,956,911,929,3557,108648.0369,12008,801,3711,1212,3099,303,2882,17831,12408,11856,552,5423,21244,4794,764,1282,305,796,278,225,115,243,322,133,74,257,16450,21244,514,20730,21244,15915,12262,3653,4878,21244,1124,7692,1739,2735,1292,1274,652
5915075,"Maple Ridge, BC (CY)",Maple Ridge,City,5915,"Greater Vancouver, BC (RD)",Regional district,5915075,"Maple Ridge, BC",92056,4863,4996,5091,6049,5530,5285,6327,6394,6241,6474,7019,7307,6094,4814,3733,2408,1703,1728,24215,3764,2285,1175,304,2987,1787,957,243,950,613,265,72,32447,1986,4246,3931,3794,3609,14881,107918.8316,50870,4141,15453,6485,13343,1395,10053,75781,52586,50153,2433,23195,90725,16334,3024,3733,1372,2081,1232,929,266,1109,981,607,349,651,74391,90725,4248,86477,90725,70613,53909,16704,18567,90725,3894,32447,7167,10380,5710,5816,3374
5921034,"Nanaimo G, BC (RDA)",Nanaimo G,Regional district electoral area,5921,"Nanaimo, BC (RD)",Regional district,5921034,"Nanaimo G, BC",7959,192,228,304,325,281,236,250,269,313,390,536,673,799,888,902,667,394,312,2667,218,146,53,19,177,116,46,15,47,35,8,4,3506,173,510,576,539,511,1197,97383.16537,3466,217,986,432,926,124,781,7235,3317,3147,170,3918,7959,321,57,98,50,31,10,24,0,0,0,41,0,10,7638,7959,247,7712,7959,6634,3574,3060,1295,7959,82,3506,732,1960,357,310,147
5901805,"Cassimayooks (Mayook) 5, BC (IRI)",Cassimayooks (Mayook) 5,Indian reserve,5901,"East Kootenay, BC (RD)",Regional district,5901035,"East Kootenay C, BC",5,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,55957.81,4,2,1,0,1,0,0,5,3,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,5,4,3,1,1,5,0,3,1,2,0,0,0
5905037,"Midway, BC (VL)",Midway,Village,5905,"Kootenay Boundary, BC (RD)",Regional district,5905054,"Kootenay Boundary E / West Boundary, BC",663,22,23,26,29,23,13,14,23,23,30,33,58,76,83,76,54,31,26,217,32,25,2,5,26,19,2,5,6,6,0,0,324,42,83,73,45,33,48,61186.34,258,39,107,35,49,0,28,548,213,196,17,335,619,62,0,0,20,10,0,21,0,0,0,11,0,0,557,619,35,584,619,562,362,200,57,619,0,324,98,181,22,22,1
5909841,"Stullawheets 8, BC (IRI)",Stullawheets 8,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",57,1,4,7,8,3,1,0,5,3,2,4,6,4,3,2,2,1,1,13,4,3,1,0,3,2,1,0,1,1,0,0,24,5,8,4,3,2,2,54912.61,25,17,8,0,0,0,0,45,24,24,0,21,57,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,42,15,57,56,56,0,1,57,0,24,12,6,0,0,6
5907005,"Osoyoos, BC (T)",Osoyoos,Town,5907,"Okanagan-Similkameen, BC (RD)",Regional district,5907022,"Okanagan-Similkameen A, BC",5423,162,156,170,165,170,179,221,212,216,240,243,358,528,604,614,471,345,369,1572,167,106,46,15,127,79,37,11,42,29,9,4,2553,240,626,526,408,277,476,69145.36136,2175,246,651,337,542,55,344,4701,2235,2077,158,2466,5189,446,47,281,52,0,35,3,0,3,0,10,0,15,4743,5189,271,4918,5189,4094,1993,2101,1025,5189,82,2553,895,1215,222,136,85
5917005,"North Saanich, BC (DM)",North Saanich,District municipality,5917,"Capital, BC (RD)",Regional district,5917005,"North Saanich, BC",57378,1926,2018,2026,2160,2966,4655,4627,4139,3422,3305,3240,3775,4360,4346,3865,2652,1715,2181,14606,2119,1490,530,99,1672,1186,419,67,465,318,115,32,27805,2531,5222,4618,3705,3008,8721,93933.45612,31375,1804,6907,2157,7139,749,12619,49653,32420,31153,1267,17233,55623,6582,1615,1133,766,799,510,231,299,294,285,375,74,201,49041,55623,2069,53554,55623,43617,24662,18955,10462,55623,920,27805,11398,10375,2940,2170,922
5901046,"East Kootenay F, BC (RDA)",East Kootenay F,Regional district electoral area,5901,"East Kootenay, BC (RD)",Regional district,5901046,"East Kootenay F, BC",2854,64,74,84,109,136,134,129,134,134,156,190,266,315,319,270,177,103,60,944,53,36,17,0,40,27,13,0,13,9,4,0,1239,36,184,167,128,170,554,113532.0847,1418,102,406,185,287,43,395,2562,1520,1437,83,1042,2784,45,0,0,18,6,7,1,6,0,0,7,0,0,2739,2784,113,2671,2784,2430,825,1605,316,2784,1,1239,252,688,134,114,51
5909830,"Tzeachten 13, BC (IRI)",Tzeachten 13,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909036,"Fraser Valley E, BC",3001,48,58,56,68,63,52,47,64,43,66,92,175,293,457,590,414,251,164,974,95,57,34,4,75,52,20,3,24,8,15,1,1347,64,269,337,245,198,234,67747.98232,832,82,234,104,141,45,226,2839,811,749,62,2028,3001,281,0,167,8,102,0,0,1,0,0,3,0,0,2720,3001,431,2570,3001,1502,794,708,1210,3001,354,1347,307,864,58,38,80
5924025,"Gold River, BC (VL)",Gold River,Village,5924,"Strathcona, BC (RD)",Regional district,5924042,"Strathcona D (Oyster Bay - Buttle Lake), BC",1294,38,47,70,68,48,40,47,48,54,73,96,122,141,136,124,75,42,25,449,52,46,0,6,41,35,0,6,11,11,0,0,700,57,119,133,103,79,209,81968.50046,621,74,214,67,159,13,94,1131,553,513,40,578,1286,19,10,0,0,0,0,0,0,0,9,0,0,0,1267,1286,112,1174,1286,1160,804,356,126,1286,6,700,251,347,67,35,0
5903011,"Salmo, BC (VL)",Salmo,Village,5903,"Central Kootenay, BC (RD)",Regional district,5903047,"Central Kootenay G, BC",1180,32,58,66,65,55,43,60,76,67,61,71,98,99,105,92,60,36,36,313,57,34,16,7,45,27,13,5,13,8,3,2,533,77,142,90,67,57,100,62909.06852,573,97,232,73,121,19,31,1018,559,513,46,459,1174,15,0,0,0,0,4,0,0,0,0,11,0,0,1159,1174,82,1092,1174,1077,724,353,97,1174,0,533,197,207,48,57,24
5909818,"Yale Town 1, BC (IRI)",Yale Town 1,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",12,1,1,1,1,1,2,1,1,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,9,3,4,1,1,0,0,33353.08,7,2,4,0,0,1,0,9,7,7,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,11,1,12,11,11,0,1,12,0,9,6,3,0,0,0
5903807,"Creston 1, BC (IRI)",Creston 1,Indian reserve,5903,"Central Kootenay, BC (RD)",Regional district,5903013,"Central Kootenay B, BC",120,8,7,7,13,17,10,6,8,14,11,6,2,3,4,3,1,0,0,27,12,5,4,3,11,4,4,3,1,1,0,0,45,12,10,6,5,5,7,59620.41,60,16,16,0,17,11,0,98,70,59,11,28,120,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,108,12,120,86,52,34,30,120,0,45,12,10,9,9,5
5909048,"Fraser Valley C, BC (RDA)",Fraser Valley C,Regional district electoral area,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",1109,35,31,26,23,24,48,38,55,63,61,91,108,132,137,113,70,33,21,313,28,21,5,2,23,16,5,2,6,6,0,0,463,44,92,85,70,62,110,76235.05,555,64,210,126,92,29,34,943,490,460,30,453,1035,54,0,0,32,0,0,4,0,0,18,0,0,0,981,1035,60,975,1035,834,561,273,201,1035,40,463,134,233,45,27,24
5909882,"Squawkum Creek 3, BC (IRI)",Squawkum Creek 3,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",130,16,15,10,10,7,7,10,8,5,5,5,7,7,6,5,5,2,0,25,5,4,1,0,4,4,0,0,1,0,1,0,29,7,7,8,3,2,2,47463.39,54,13,14,18,9,0,0,89,46,37,9,43,130,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,127,3,130,129,105,24,1,130,0,29,4,5,5,4,11
5909826,"Skway 5, BC (IRI)",Skway 5,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909036,"Fraser Valley E, BC",87,6,7,7,5,6,7,8,5,2,1,5,8,7,3,3,4,2,1,22,16,7,6,3,12,4,5,3,5,4,1,0,33,8,10,8,4,1,2,40578.89,43,0,28,15,0,0,0,67,37,37,0,30,87,8,0,0,0,8,0,0,0,0,0,0,0,0,79,87,82,5,87,86,80,6,1,87,0,33,7,11,6,5,4
5921007,"Nanaimo, BC (CY)",Nanaimo,City,5921,"Nanaimo, BC (RD)",Regional district,5921007,"Nanaimo, BC",100176,4169,4997,4971,4949,5913,6616,6968,6563,5706,6180,6538,7109,7099,6781,5948,4106,2637,2926,26437,4693,2941,1354,398,3750,2360,1084,306,1055,669,289,97,41687,3881,8280,7167,5641,4626,12092,82282.67167,49761,4298,14039,5257,11493,2117,12557,80643,48468,45959,2509,32175,93873,10215,2938,2310,805,982,586,866,293,201,408,489,81,256,83658,93873,7291,86582,93873,77367,50554,26813,13537,93873,684,41687,12868,16234,5870,4404,2311
5915802,"Tsawwassen, BC (IRI)",Tsawwassen,Indian reserve,5915,"Greater Vancouver, BC (RD)",Regional district,5915011,"Delta, BC",926,29,29,34,40,40,47,45,51,44,38,54,81,104,94,87,56,29,24,262,33,22,4,7,31,20,4,7,2,2,0,0,358,15,22,51,52,35,183,140725.2593,438,58,105,24,127,21,103,772,414,386,28,358,864,90,41,16,0,12,0,0,0,0,12,0,5,4,774,864,281,583,864,715,475,240,135,864,31,358,81,160,57,35,25
5919822,"Cowichan, BC (IRI)",Cowichan,Indian reserve,5919,"Cowichan Valley, BC (RD)",Regional district,5919008,"North Cowichan, BC",2264,171,203,214,193,195,179,172,144,122,109,118,134,97,75,60,34,24,20,417,217,99,50,68,165,68,41,56,84,50,17,17,508,55,146,105,86,45,71,59305.48651,1058,453,200,125,184,50,46,1642,900,757,143,742,2230,7,0,7,0,0,0,0,0,0,0,0,0,0,2223,2230,2132,98,2230,1663,1046,617,488,2230,19,508,64,101,79,74,190
5909848,"Tipella 7, BC (IRI)",Tipella 7,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",20,0,2,2,2,1,2,1,0,0,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5711.47,3,1,1,0,1,0,0,5,4,4,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,2,7,6,4,2,1,7,0,1,0,0,0,0,1
5917805,"Galiano Island 9, BC (IRI)",Galiano Island 9,Indian reserve,5917,"Capital, BC (RD)",Regional district,5917029,"Southern Gulf Islands, BC",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,79950.63,2,1,1,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,1,1,0,2,0,1,0,1,0,0,0
5909821,"Kwawkwawapilt 6, BC (IRI)",Kwawkwawapilt 6,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909036,"Fraser Valley E, BC",339,1,4,6,5,5,3,1,1,4,2,7,14,27,40,56,60,47,56,111,10,9,0,1,6,5,0,1,4,4,0,0,226,22,105,57,30,7,5,44945.43,59,12,31,11,0,0,5,328,61,52,9,267,339,0,0,0,0,0,0,0,0,0,0,0,0,0,339,339,45,294,339,334,205,129,5,339,1,226,114,111,1,0,0
5909885,"Squiaala, BC (IRI)",Squiaala,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909036,"Fraser Valley E, BC",179,13,16,16,17,11,16,16,15,14,5,7,11,9,6,3,0,1,3,36,17,6,5,6,16,5,5,6,1,1,0,0,52,11,16,12,7,3,3,45070.56904,93,24,68,0,1,0,0,134,63,63,0,71,179,0,0,0,0,0,0,0,0,0,0,0,0,0,179,179,172,7,179,175,135,40,1,179,0,52,11,15,5,11,10
5915036,"Belcarra, BC (VL)",Belcarra,Village,5915,"Greater Vancouver, BC (RD)",Regional district,5915020,"Greater Vancouver A, BC",652,14,21,31,41,27,27,21,20,26,36,55,62,76,70,61,34,18,12,202,17,14,2,1,14,13,1,0,4,2,1,1,238,0,5,0,12,11,210,261115.94,323,23,60,33,76,0,131,586,326,309,17,260,652,111,63,28,0,0,0,0,0,0,0,20,0,0,541,652,8,644,652,449,314,135,203,652,17,238,33,118,29,42,16
5909842,"Douglas 8, BC (IRI)",Douglas 8,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909016,"Fraser Valley B, BC",176,24,25,9,2,10,15,14,16,10,9,18,7,10,5,2,0,0,0,33,9,1,1,7,2,0,0,2,7,1,1,5,48,11,13,9,6,4,5,53328.16,99,31,30,19,0,19,0,118,88,83,5,30,176,0,0,0,0,0,0,0,0,0,0,0,0,0,176,176,176,0,176,173,173,0,3,176,2,48,11,13,0,13,11
5903032,"New Denver, BC (VL)",New Denver,Village,5903,"Central Kootenay, BC (RD)",Regional district,5903052,"Central Kootenay H, BC",513,20,21,17,12,11,11,20,25,24,15,24,40,56,66,63,40,21,27,139,28,20,3,5,26,19,2,5,2,1,1,0,266,47,76,48,43,18,34,56025.95,214,33,40,34,34,14,59,425,211,192,19,214,483,4,0,0,4,0,0,0,0,0,0,0,0,0,479,483,5,478,483,313,171,142,129,483,6,266,115,109,22,16,4
5905018,"Warfield, BC (VL)",Warfield,Village,5905,"Kootenay Boundary, BC (RD)",Regional district,5905030,"Kootenay Boundary B / Lower Columbia-Old-Glory, BC",1764,64,97,99,102,104,95,109,119,106,107,115,148,143,126,87,65,43,35,517,55,37,16,2,33,19,13,1,22,18,3,1,810,50,116,128,94,89,333,95623.65447,942,78,231,171,269,21,172,1499,881,844,37,618,1759,44,29,0,1,1,0,0,0,0,0,0,12,1,1715,1759,150,1609,1759,1594,1274,320,165,1759,0,810,264,326,88,98,34
5907026,"Okanagan-Similkameen B, BC (RDA)",Okanagan-Similkameen B,Regional district electoral area,5907,"Okanagan-Similkameen, BC (RD)",Regional district,5907026,"Okanagan-Similkameen B, BC",1066,53,39,45,60,47,43,48,50,54,70,78,80,102,101,86,52,29,29,294,36,26,9,1,29,23,5,1,10,5,5,0,461,70,120,91,61,34,85,64283.88469,525,69,186,68,127,27,48,929,535,480,55,394,1066,196,36,132,0,12,16,0,0,0,0,0,0,0,870,1066,117,949,1066,868,565,303,198,1066,5,461,134,190,52,43,42
5926801,"Comox 1, BC (IRI)",Comox 1,Indian reserve,5926,"Comox Valley, BC (RD)",Regional district,5926022,"Comox Valley B (Lazo North), BC",227,13,8,8,10,11,13,12,10,11,14,19,20,19,17,17,14,7,4,65,20,13,7,0,10,5,5,0,10,8,2,0,108,14,28,9,29,13,15,66899.6925,118,11,38,26,32,0,11,198,114,106,8,84,227,0,0,0,0,0,0,0,0,0,0,0,0,0,227,227,125,102,227,159,91,68,54,227,0,108,37,47,11,8,5
5909878,"Matsqui Main 2, BC (IRI)",Matsqui Main 2,Indian reserve,5909,"Fraser Valley, BC (RD)",Regional district,5909052,"Abbotsford, BC",133,16,13,12,9,10,7,15,10,6,6,8,5,6,6,3,1,0,0,25,10,4,1,5,6,2,1,3,4,2,0,2,34,8,10,9,4,2,1,41097.25,61,47,10,0,4,0,0,87,57,53,4,30,128,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,114,14,128,127,107,20,1,128,0,34,6,8,6,6,8
5927010,"Powell River A, BC (RDA)",Powell River A,Regional district electoral area,5927,"Powell River, BC (RD)",Regional district,5927010,"Powell River A, BC",1127,43,47,40,34,29,30,51,62,46,59,64,111,128,139,123,69,36,16,318,27,16,8,3,19,13,6,0,9,4,2,3,518,77,133,83,71,43,111,65959.42112,548,69,141,92,108,35,103,989,439,408,31,550,1119,41,19,0,0,7,0,7,0,0,0,0,0,8,1078,1119,27,1092,1119,940,621,319,155,1119,0,518,175,242,45,30,26
5915804,"Coquitlam 2, BC (IRI)",Coquitlam 2,Indian reserve,5915,"Greater Vancouver, BC (RD)",Regional district,5915020,"Greater Vancouver A, BC",5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,105139.58,4,2,2,0,0,0,0,5,3,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,5,4,3,1,1,5,0,3,2,0,1,0,0
